,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,artist,song name
190,0.416,0.752,0,-5.471,1,0.0396,0.251,0.0,0.125,0.266,155.89,audio_features,10tHyoc3wSA5scOVZuMcFm,spotify:track:10tHyoc3wSA5scOVZuMcFm,https://api.spotify.com/v1/tracks/10tHyoc3wSA5scOVZuMcFm,https://api.spotify.com/v1/audio-analysis/10tHyoc3wSA5scOVZuMcFm,251702,3,Adele,Sweetest Devotion
191,0.707,0.139,7,-12.3,1,0.0507,0.91,0.0,0.105,0.323,85.868,audio_features,4ctqnEqD3gtjIGouiZaxOH,spotify:track:4ctqnEqD3gtjIGouiZaxOH,https://api.spotify.com/v1/tracks/4ctqnEqD3gtjIGouiZaxOH,https://api.spotify.com/v1/audio-analysis/4ctqnEqD3gtjIGouiZaxOH,208040,3,Adele,Crazy For You
192,0.353,0.388,11,-7.091,0,0.0366,0.346,0.0,0.215,0.19,80.67,audio_features,1Ujuabe6tYXRDgmTk9j3K9,spotify:track:1Ujuabe6tYXRDgmTk9j3K9,https://api.spotify.com/v1/tracks/1Ujuabe6tYXRDgmTk9j3K9,https://api.spotify.com/v1/audio-analysis/1Ujuabe6tYXRDgmTk9j3K9,203907,4,Adele,Melt My Heart To Stone
193,0.706,0.57,0,-7.045,0,0.086,0.0225,0.0,0.0754,0.728,159.908,audio_features,3uVsdnIglL7aTjm8X08J0M,spotify:track:3uVsdnIglL7aTjm8X08J0M,https://api.spotify.com/v1/tracks/3uVsdnIglL7aTjm8X08J0M,https://api.spotify.com/v1/audio-analysis/3uVsdnIglL7aTjm8X08J0M,278040,4,Adele,He Won't Go
194,0.415,0.266,0,-8.44,1,0.0308,0.957,1.18e-06,0.183,0.282,138.096,audio_features,08YJEcxGtYXwCGqXMZDiyQ,spotify:track:08YJEcxGtYXwCGqXMZDiyQ,https://api.spotify.com/v1/tracks/08YJEcxGtYXwCGqXMZDiyQ,https://api.spotify.com/v1/audio-analysis/08YJEcxGtYXwCGqXMZDiyQ,228293,4,Adele,Take It All
195,0.842,0.679,1,-5.876,1,0.0846,0.773,0.0,0.0891,0.918,137.2,audio_features,6oW04c2E7lebl09WHsBAWO,spotify:track:6oW04c2E7lebl09WHsBAWO,https://api.spotify.com/v1/tracks/6oW04c2E7lebl09WHsBAWO,https://api.spotify.com/v1/audio-analysis/6oW04c2E7lebl09WHsBAWO,197347,4,Adele,Right As Rain
196,0.65,0.82,0,-5.344,1,0.047,0.00217,0.0,0.133,0.35,109.955,audio_features,7qxPZTCgQaAe76yhl06vik,spotify:track:7qxPZTCgQaAe76yhl06vik,https://api.spotify.com/v1/tracks/7qxPZTCgQaAe76yhl06vik,https://api.spotify.com/v1/audio-analysis/7qxPZTCgQaAe76yhl06vik,191867,4,Adele,Cold Shoulder
197,0.547,0.848,2,-2.684,1,0.0367,0.049,0.0,0.114,0.749,160.063,audio_features,5AKAyMEL5LqCkafztPdBSI,spotify:track:5AKAyMEL5LqCkafztPdBSI,https://api.spotify.com/v1/tracks/5AKAyMEL5LqCkafztPdBSI,https://api.spotify.com/v1/audio-analysis/5AKAyMEL5LqCkafztPdBSI,241351,4,Adele,I'll Be Waiting
198,0.683,0.112,0,-13.461,1,0.0338,0.985,0.00552,0.09,0.337,81.355,audio_features,4I3FyrIM4E9I2MYm533VmJ,spotify:track:4I3FyrIM4E9I2MYm533VmJ,https://api.spotify.com/v1/tracks/4I3FyrIM4E9I2MYm533VmJ,https://api.spotify.com/v1/audio-analysis/4I3FyrIM4E9I2MYm533VmJ,190280,4,Adele,First Love
199,0.529,0.861,10,-6.306,0,0.0436,0.000621,0.175,0.109,0.116,173.021,audio_features,1ESvthpg6hWmjlNJdpTrbH,spotify:track:1ESvthpg6hWmjlNJdpTrbH,https://api.spotify.com/v1/tracks/1ESvthpg6hWmjlNJdpTrbH,https://api.spotify.com/v1/audio-analysis/1ESvthpg6hWmjlNJdpTrbH,396920,4,Adele,Hometown Glory - High Contrast Remix
200,0.561,0.316,4,-10.922,0,0.326,0.683,0.0,0.108,0.617,87.273,audio_features,6R3jZOdowU5PKFlLTcQogn,spotify:track:6R3jZOdowU5PKFlLTcQogn,https://api.spotify.com/v1/tracks/6R3jZOdowU5PKFlLTcQogn,https://api.spotify.com/v1/audio-analysis/6R3jZOdowU5PKFlLTcQogn,258507,4,Adele,Best For Last
201,0.776,0.592,4,-7.459,0,0.153,0.482,0.0,0.15,0.724,126.563,audio_features,5IXOdt9lH8dv9tEHV1VGoK,spotify:track:5IXOdt9lH8dv9tEHV1VGoK,https://api.spotify.com/v1/tracks/5IXOdt9lH8dv9tEHV1VGoK,https://api.spotify.com/v1/audio-analysis/5IXOdt9lH8dv9tEHV1VGoK,195653,4,Adele,My Same
202,0.801,0.663,11,-6.29,1,0.0485,0.181,0.000535,0.0945,0.552,96.991,audio_features,6ONMnNDySnCsJPBcXWNU05,spotify:track:6ONMnNDySnCsJPBcXWNU05,https://api.spotify.com/v1/tracks/6ONMnNDySnCsJPBcXWNU05,https://api.spotify.com/v1/audio-analysis/6ONMnNDySnCsJPBcXWNU05,258853,4,Adele,Tired
203,0.482,0.333,1,-10.956,1,0.0302,0.963,0.000906,0.117,0.284,122.546,audio_features,5UrwEPYUW7zLUcHdSaD4zT,spotify:track:5UrwEPYUW7zLUcHdSaD4zT,https://api.spotify.com/v1/tracks/5UrwEPYUW7zLUcHdSaD4zT,https://api.spotify.com/v1/audio-analysis/5UrwEPYUW7zLUcHdSaD4zT,218960,4,Adele,Hometown Glory
204,0.601,0.741,2,-5.569,1,0.0478,0.185,2.91e-05,0.415,0.441,153.96,audio_features,6I3mqTwhRpn34SLVafSH7G,spotify:track:6I3mqTwhRpn34SLVafSH7G,https://api.spotify.com/v1/tracks/6I3mqTwhRpn34SLVafSH7G,https://api.spotify.com/v1/audio-analysis/6I3mqTwhRpn34SLVafSH7G,153190,4,Justin Bieber,Ghost
205,0.731,0.842,5,-5.358,0,0.113,0.0457,0.0,0.0988,0.473,65.027,audio_features,3vvHhYIOHHNrhxZ3cEMfnA,spotify:track:3vvHhYIOHHNrhxZ3cEMfnA,https://api.spotify.com/v1/tracks/3vvHhYIOHHNrhxZ3cEMfnA,https://api.spotify.com/v1/audio-analysis/3vvHhYIOHHNrhxZ3cEMfnA,216613,4,Justin Bieber,Baby
206,0.658,0.679,10,-8.606,0,0.0361,0.0207,3.15e-06,0.198,0.42,94.489,audio_features,4PvlpAd2uhpPWuQCHpCcyW,spotify:track:4PvlpAd2uhpPWuQCHpCcyW,https://api.spotify.com/v1/tracks/4PvlpAd2uhpPWuQCHpCcyW,https://api.spotify.com/v1/audio-analysis/4PvlpAd2uhpPWuQCHpCcyW,185560,4,Justin Bieber,Fa La La
207,0.686,0.538,2,-8.026,1,0.0345,0.181,3.13e-06,0.113,0.584,115.884,audio_features,6ansY4kSOkaHcequKrvblH,spotify:track:6ansY4kSOkaHcequKrvblH,https://api.spotify.com/v1/tracks/6ansY4kSOkaHcequKrvblH,https://api.spotify.com/v1/audio-analysis/6ansY4kSOkaHcequKrvblH,190779,4,Justin Bieber,Anyone
208,0.542,0.715,4,-6.565,0,0.0313,0.244,0.0,0.0861,0.284,107.973,audio_features,3GuO71eQW5HRYJfHGk4gaJ,spotify:track:3GuO71eQW5HRYJfHGk4gaJ,https://api.spotify.com/v1/tracks/3GuO71eQW5HRYJfHGk4gaJ,https://api.spotify.com/v1/audio-analysis/3GuO71eQW5HRYJfHGk4gaJ,219973,4,Justin Bieber,Turn To You (Mother's Day Dedication) - Single Version
209,0.604,0.741,2,-5.571,1,0.0475,0.178,3.49e-05,0.409,0.473,153.947,audio_features,6ioavKGaPa47ot4f7DRkby,spotify:track:6ioavKGaPa47ot4f7DRkby,https://api.spotify.com/v1/tracks/6ioavKGaPa47ot4f7DRkby,https://api.spotify.com/v1/audio-analysis/6ioavKGaPa47ot4f7DRkby,153190,4,Justin Bieber,Ghost
210,0.677,0.696,0,-6.181,1,0.119,0.321,0.0,0.42,0.464,90.03,audio_features,4iJyoBOLtHqaGxP12qzhQI,spotify:track:4iJyoBOLtHqaGxP12qzhQI,https://api.spotify.com/v1/tracks/4iJyoBOLtHqaGxP12qzhQI,https://api.spotify.com/v1/audio-analysis/4iJyoBOLtHqaGxP12qzhQI,198082,4,Justin Bieber,Peaches (feat. Daniel Caesar & Giveon)
211,0.604,0.741,2,-5.571,1,0.0475,0.178,3.49e-05,0.409,0.473,153.947,audio_features,5dPz35akJjPqb17yeqNwqH,spotify:track:5dPz35akJjPqb17yeqNwqH,https://api.spotify.com/v1/tracks/5dPz35akJjPqb17yeqNwqH,https://api.spotify.com/v1/audio-analysis/5dPz35akJjPqb17yeqNwqH,153190,4,Justin Bieber,Ghost
212,0.81,0.655,8,-6.779,0,0.0698,0.127,8.16e-05,0.105,0.809,150.002,audio_features,2KdKh9vHbKW0tZLqtpxxI0,spotify:track:2KdKh9vHbKW0tZLqtpxxI0,https://api.spotify.com/v1/tracks/2KdKh9vHbKW0tZLqtpxxI0,https://api.spotify.com/v1/audio-analysis/2KdKh9vHbKW0tZLqtpxxI0,193322,4,Justin Bieber,Honest (feat. Don Toliver)
213,0.816,0.643,8,-7.138,0,0.0663,0.124,2.59e-05,0.105,0.797,150.02,audio_features,116IS04a18L5lKQADerNeb,spotify:track:116IS04a18L5lKQADerNeb,https://api.spotify.com/v1/tracks/116IS04a18L5lKQADerNeb,https://api.spotify.com/v1/audio-analysis/116IS04a18L5lKQADerNeb,193322,4,Justin Bieber,Honest (feat. Don Toliver)
214,0.961,0.14,1,-12.742,1,0.59,0.333,0.00689,0.111,0.234,120.019,audio_features,2AVaz5BV1gTrjSZt0HZ8dV,spotify:track:2AVaz5BV1gTrjSZt0HZ8dV,https://api.spotify.com/v1/tracks/2AVaz5BV1gTrjSZt0HZ8dV,https://api.spotify.com/v1/audio-analysis/2AVaz5BV1gTrjSZt0HZ8dV,75546,4,Justin Bieber,I Feel Funny
215,0.728,0.859,5,-5.237,0,0.137,0.0401,0.0,0.111,0.535,65.043,audio_features,6epn3r7S14KUqlReYr77hA,spotify:track:6epn3r7S14KUqlReYr77hA,https://api.spotify.com/v1/tracks/6epn3r7S14KUqlReYr77hA,https://api.spotify.com/v1/audio-analysis/6epn3r7S14KUqlReYr77hA,214240,4,Justin Bieber,Baby
216,0.609,0.378,4,-9.828,1,0.438,0.835,0.0,0.28,0.515,100.418,audio_features,50kpGaPAhYJ3sGmk6vplg0,spotify:track:50kpGaPAhYJ3sGmk6vplg0,https://api.spotify.com/v1/tracks/50kpGaPAhYJ3sGmk6vplg0,https://api.spotify.com/v1/audio-analysis/50kpGaPAhYJ3sGmk6vplg0,233720,4,Justin Bieber,Love Yourself
217,0.959,0.151,1,-12.794,1,0.569,0.368,0.00208,0.111,0.236,120.001,audio_features,4U3uqp4orK6ykUJUHW8JW4,spotify:track:4U3uqp4orK6ykUJUHW8JW4,https://api.spotify.com/v1/tracks/4U3uqp4orK6ykUJUHW8JW4,https://api.spotify.com/v1/audio-analysis/4U3uqp4orK6ykUJUHW8JW4,75546,4,Justin Bieber,I Feel Funny
218,0.654,0.76,0,-3.669,0,0.045,0.0797,0.0,0.299,0.41,99.945,audio_features,09CtPGIpYB4BrO8qb1RGsF,spotify:track:09CtPGIpYB4BrO8qb1RGsF,https://api.spotify.com/v1/tracks/09CtPGIpYB4BrO8qb1RGsF,https://api.spotify.com/v1/audio-analysis/09CtPGIpYB4BrO8qb1RGsF,200787,4,Justin Bieber,Sorry
219,0.686,0.538,2,-8.026,1,0.0345,0.181,3.13e-06,0.113,0.584,115.884,audio_features,31qCy5ZaophVA81wtlwLc4,spotify:track:31qCy5ZaophVA81wtlwLc4,https://api.spotify.com/v1/tracks/31qCy5ZaophVA81wtlwLc4,https://api.spotify.com/v1/audio-analysis/31qCy5ZaophVA81wtlwLc4,190779,4,Justin Bieber,Anyone
220,0.658,0.634,1,-6.068,0,0.0431,0.0104,0.0,0.12,0.302,140.002,audio_features,1nahzW3kfMuwReTka28tH5,spotify:track:1nahzW3kfMuwReTka28tH5,https://api.spotify.com/v1/tracks/1nahzW3kfMuwReTka28tH5,https://api.spotify.com/v1/audio-analysis/1nahzW3kfMuwReTka28tH5,170813,4,Justin Bieber,Hold On
221,0.673,0.704,6,-8.056,1,0.36,0.196,0.0,0.0898,0.372,86.919,audio_features,5u1n1kITHCxxp8twBcZxWy,spotify:track:5u1n1kITHCxxp8twBcZxWy,https://api.spotify.com/v1/tracks/5u1n1kITHCxxp8twBcZxWy,https://api.spotify.com/v1/audio-analysis/5u1n1kITHCxxp8twBcZxWy,212093,4,Justin Bieber,Holy (feat. Chance The Rapper)
222,0.806,0.546,9,-6.637,1,0.0575,0.3,0.0,0.102,0.874,147.986,audio_features,4umIPjkehX1r7uhmGvXiSV,spotify:track:4umIPjkehX1r7uhmGvXiSV,https://api.spotify.com/v1/tracks/4umIPjkehX1r7uhmGvXiSV,https://api.spotify.com/v1/audio-analysis/4umIPjkehX1r7uhmGvXiSV,212867,4,Justin Bieber,Intentions (feat. Quavo)
223,0.845,0.567,5,-8.118,0,0.0956,0.59,0.00142,0.0811,0.793,125.02,audio_features,4B0JvthVoAAuygILe3n4Bs,spotify:track:4B0JvthVoAAuygILe3n4Bs,https://api.spotify.com/v1/tracks/4B0JvthVoAAuygILe3n4Bs,https://api.spotify.com/v1/audio-analysis/4B0JvthVoAAuygILe3n4Bs,205680,4,Justin Bieber,What Do You Mean?
224,0.685,0.521,2,-8.285,1,0.0345,0.185,3.59e-06,0.111,0.578,115.885,audio_features,2WnAKZefdRHxtBEkRjFOHC,spotify:track:2WnAKZefdRHxtBEkRjFOHC,https://api.spotify.com/v1/tracks/2WnAKZefdRHxtBEkRjFOHC,https://api.spotify.com/v1/audio-analysis/2WnAKZefdRHxtBEkRjFOHC,190779,4,Justin Bieber,Anyone
225,0.509,0.228,4,-8.68,1,0.0332,0.92,0.0,0.104,0.586,90.674,audio_features,3T03rPwlL8NVk1yIaxeD8U,spotify:track:3T03rPwlL8NVk1yIaxeD8U,https://api.spotify.com/v1/tracks/3T03rPwlL8NVk1yIaxeD8U,https://api.spotify.com/v1/audio-analysis/3T03rPwlL8NVk1yIaxeD8U,156468,4,Justin Bieber,Off My Face
226,0.658,0.634,1,-5.797,0,0.0413,0.0106,0.0,0.132,0.29,139.98,audio_features,4u4NyuceXP7Uzh7XFJKCr1,spotify:track:4u4NyuceXP7Uzh7XFJKCr1,https://api.spotify.com/v1/tracks/4u4NyuceXP7Uzh7XFJKCr1,https://api.spotify.com/v1/audio-analysis/4u4NyuceXP7Uzh7XFJKCr1,170813,4,Justin Bieber,Hold On
227,0.811,0.553,9,-6.644,1,0.0552,0.317,0.0,0.105,0.86,148.014,audio_features,364dI1bYnvamSnBJ8JcNzN,spotify:track:364dI1bYnvamSnBJ8JcNzN,https://api.spotify.com/v1/tracks/364dI1bYnvamSnBJ8JcNzN,https://api.spotify.com/v1/audio-analysis/364dI1bYnvamSnBJ8JcNzN,212869,4,Justin Bieber,Intentions
228,0.602,0.843,0,-4.831,1,0.0593,0.000688,5.27e-05,0.0682,0.526,128.003,audio_features,190jyVPHYjAqEaOGmMzdyk,spotify:track:190jyVPHYjAqEaOGmMzdyk,https://api.spotify.com/v1/tracks/190jyVPHYjAqEaOGmMzdyk,https://api.spotify.com/v1/audio-analysis/190jyVPHYjAqEaOGmMzdyk,227987,4,Justin Bieber,Beauty And A Beat
229,0.601,0.843,0,-4.87,1,0.0593,0.000704,5.27e-05,0.0681,0.534,128.002,audio_features,6QFCMUUq1T2Vf5sFUXcuQ7,spotify:track:6QFCMUUq1T2Vf5sFUXcuQ7,https://api.spotify.com/v1/tracks/6QFCMUUq1T2Vf5sFUXcuQ7,https://api.spotify.com/v1/audio-analysis/6QFCMUUq1T2Vf5sFUXcuQ7,227987,4,Justin Bieber,Beauty And A Beat
230,0.631,0.239,11,-7.071,0,0.0398,0.864,0.0,0.116,0.0927,79.859,audio_features,4y4spB9m0Q6026KfkAvy9Q,spotify:track:4y4spB9m0Q6026KfkAvy9Q,https://api.spotify.com/v1/tracks/4y4spB9m0Q6026KfkAvy9Q,https://api.spotify.com/v1/audio-analysis/4y4spB9m0Q6026KfkAvy9Q,149297,4,Justin Bieber,Lonely (with benny blanco)
231,0.717,0.55,10,-6.019,0,0.0521,0.0358,0.00196,0.126,0.332,96.976,audio_features,3UGIZ8qcrMTwzLbx6Kttqt,spotify:track:3UGIZ8qcrMTwzLbx6Kttqt,https://api.spotify.com/v1/tracks/3UGIZ8qcrMTwzLbx6Kttqt,https://api.spotify.com/v1/audio-analysis/3UGIZ8qcrMTwzLbx6Kttqt,171333,4,Justin Bieber,Boyfriend
232,0.738,0.563,5,-5.467,0,0.11,0.113,0.0,0.191,0.876,134.132,audio_features,5Isz0twJeFdduOQEFQLezv,spotify:track:5Isz0twJeFdduOQEFQLezv,https://api.spotify.com/v1/tracks/5Isz0twJeFdduOQEFQLezv,https://api.spotify.com/v1/audio-analysis/5Isz0twJeFdduOQEFQLezv,248133,4,Justin Bieber,Confident
233,0.595,0.543,11,-8.149,1,0.038,0.127,0.0,0.0975,0.109,99.928,audio_features,6F2r4HgpJnvKDmkN6JEN6J,spotify:track:6F2r4HgpJnvKDmkN6JEN6J,https://api.spotify.com/v1/tracks/6F2r4HgpJnvKDmkN6JEN6J,https://api.spotify.com/v1/audio-analysis/6F2r4HgpJnvKDmkN6JEN6J,174406,4,Justin Bieber,As I Am (feat. Khalid)
234,0.495,0.333,4,-10.109,0,0.0288,0.737,0.0,0.112,0.37,99.757,audio_features,137mSruegm1u6x9NvwiagR,spotify:track:137mSruegm1u6x9NvwiagR,https://api.spotify.com/v1/tracks/137mSruegm1u6x9NvwiagR,https://api.spotify.com/v1/audio-analysis/137mSruegm1u6x9NvwiagR,158324,4,Justin Bieber,Unstable (feat. The Kid LAROI)
235,0.691,0.853,1,-2.528,0,0.0372,0.0631,7.13e-05,0.082,0.762,145.999,audio_features,6eDApnV9Jdb1nYahOlbbUh,spotify:track:6eDApnV9Jdb1nYahOlbbUh,https://api.spotify.com/v1/tracks/6eDApnV9Jdb1nYahOlbbUh,https://api.spotify.com/v1/audio-analysis/6eDApnV9Jdb1nYahOlbbUh,215867,4,Justin Bieber,One Time
236,0.714,0.833,5,-5.239,1,0.0259,0.00249,0.0,0.298,0.663,129.964,audio_features,3rLIv187BhjyweFe89SgLn,spotify:track:3rLIv187BhjyweFe89SgLn,https://api.spotify.com/v1/tracks/3rLIv187BhjyweFe89SgLn,https://api.spotify.com/v1/audio-analysis/3rLIv187BhjyweFe89SgLn,220920,4,Justin Bieber,Somebody To Love
237,0.815,0.816,5,-4.393,0,0.0513,0.0501,0.000887,0.0761,0.774,96.033,audio_features,24OeEKPQ8qqNZnPevRHxUT,spotify:track:24OeEKPQ8qqNZnPevRHxUT,https://api.spotify.com/v1/tracks/24OeEKPQ8qqNZnPevRHxUT,https://api.spotify.com/v1/audio-analysis/24OeEKPQ8qqNZnPevRHxUT,187453,4,Justin Bieber,Red Eye (feat. TroyBoi)
238,0.67,0.693,6,-8.34,1,0.35,0.2,0.0,0.0909,0.388,87.017,audio_features,6Xgq7MvZiet0hVi3KaDSgJ,spotify:track:6Xgq7MvZiet0hVi3KaDSgJ,https://api.spotify.com/v1/tracks/6Xgq7MvZiet0hVi3KaDSgJ,https://api.spotify.com/v1/audio-analysis/6Xgq7MvZiet0hVi3KaDSgJ,212093,4,Justin Bieber,Holy (feat. Chance The Rapper)
239,0.581,0.681,7,-4.469,1,0.0435,0.0472,0.0,0.104,0.634,176.034,audio_features,4nTjkWK590oBDcnIxTr1mI,spotify:track:4nTjkWK590oBDcnIxTr1mI,https://api.spotify.com/v1/tracks/4nTjkWK590oBDcnIxTr1mI,https://api.spotify.com/v1/audio-analysis/4nTjkWK590oBDcnIxTr1mI,256800,4,Justin Bieber,Favorite Girl
240,0.58,0.75,4,-4.421,1,0.194,0.159,0.0,0.274,0.728,86.938,audio_features,69ghzc538EQSVon2Gm3wrr,spotify:track:69ghzc538EQSVon2Gm3wrr,https://api.spotify.com/v1/tracks/69ghzc538EQSVon2Gm3wrr,https://api.spotify.com/v1/audio-analysis/69ghzc538EQSVon2Gm3wrr,229107,4,Justin Bieber,One Less Lonely Girl
241,0.739,0.807,0,-5.063,1,0.0652,0.0181,0.0,0.295,0.632,97.048,audio_features,5GYbkDveRD2I8M5ZJ14hWn,spotify:track:5GYbkDveRD2I8M5ZJ14hWn,https://api.spotify.com/v1/tracks/5GYbkDveRD2I8M5ZJ14hWn,https://api.spotify.com/v1/audio-analysis/5GYbkDveRD2I8M5ZJ14hWn,227853,4,Justin Bieber,Never Say Never
242,0.619,0.241,11,-7.102,0,0.046,0.9,0.0,0.116,0.0719,79.461,audio_features,3S8jK1mGzQi24ilFb45DAZ,spotify:track:3S8jK1mGzQi24ilFb45DAZ,https://api.spotify.com/v1/tracks/3S8jK1mGzQi24ilFb45DAZ,https://api.spotify.com/v1/audio-analysis/3S8jK1mGzQi24ilFb45DAZ,149190,4,Justin Bieber,Lonely (with benny blanco)
243,0.825,0.483,8,-5.746,0,0.08,0.538,1.48e-05,0.204,0.892,139.98,audio_features,2ZlCGeK30BLRNSPC832pNZ,spotify:track:2ZlCGeK30BLRNSPC832pNZ,https://api.spotify.com/v1/tracks/2ZlCGeK30BLRNSPC832pNZ,https://api.spotify.com/v1/audio-analysis/2ZlCGeK30BLRNSPC832pNZ,219933,4,Justin Bieber,Forever (feat. Post Malone & Clever)
244,0.583,0.444,9,-8.601,1,0.0456,0.593,0.0,0.353,0.167,119.59,audio_features,0oaY19dUwZimIgzn3ZZLZO,spotify:track:0oaY19dUwZimIgzn3ZZLZO,https://api.spotify.com/v1/tracks/0oaY19dUwZimIgzn3ZZLZO,https://api.spotify.com/v1/audio-analysis/0oaY19dUwZimIgzn3ZZLZO,152796,4,Justin Bieber,2 Much
245,0.552,0.603,8,-5.71,1,0.0334,0.199,0.0,0.151,0.231,139.908,audio_features,0aPZbnkMoWJaJ5CNVLCj8S,spotify:track:0aPZbnkMoWJaJ5CNVLCj8S,https://api.spotify.com/v1/tracks/0aPZbnkMoWJaJ5CNVLCj8S,https://api.spotify.com/v1/audio-analysis/0aPZbnkMoWJaJ5CNVLCj8S,232720,4,Justin Bieber,That Should Be Me
246,0.728,0.629,1,-6.629,1,0.0318,0.00196,1.94e-06,0.0847,0.71,135.031,audio_features,7aely3H8kMj9o0gt6vXHE1,spotify:track:7aely3H8kMj9o0gt6vXHE1,https://api.spotify.com/v1/tracks/7aely3H8kMj9o0gt6vXHE1,https://api.spotify.com/v1/audio-analysis/7aely3H8kMj9o0gt6vXHE1,198426,4,Justin Bieber,Die For You (feat. Dominic Fike)
247,0.677,0.633,7,-7.831,1,0.0771,0.0314,0.0,0.112,0.409,89.934,audio_features,5NU40QTlXrDUJzDBdv79bg,spotify:track:5NU40QTlXrDUJzDBdv79bg,https://api.spotify.com/v1/tracks/5NU40QTlXrDUJzDBdv79bg,https://api.spotify.com/v1/audio-analysis/5NU40QTlXrDUJzDBdv79bg,187239,4,Justin Bieber,Deserve You
248,0.59,0.797,4,-4.901,0,0.0614,0.132,0.0,0.0846,0.425,94.948,audio_features,61uyGDPJ06MkxJtHgPmuyO,spotify:track:61uyGDPJ06MkxJtHgPmuyO,https://api.spotify.com/v1/tracks/61uyGDPJ06MkxJtHgPmuyO,https://api.spotify.com/v1/audio-analysis/61uyGDPJ06MkxJtHgPmuyO,208120,4,Justin Bieber,Company
249,0.571,0.873,0,-3.382,0,0.1,0.0811,0.0,0.361,0.613,139.691,audio_features,0pwYLVXVknPSGUQb39cePC,spotify:track:0pwYLVXVknPSGUQb39cePC,https://api.spotify.com/v1/tracks/0pwYLVXVknPSGUQb39cePC,https://api.spotify.com/v1/audio-analysis/0pwYLVXVknPSGUQb39cePC,229467,4,Justin Bieber,As Long As You Love Me
250,0.687,0.514,9,-6.612,0,0.0897,0.366,0.0,0.116,0.494,145.921,audio_features,41L3O37CECZt3N7ziG2z7l,spotify:track:41L3O37CECZt3N7ziG2z7l,https://api.spotify.com/v1/tracks/41L3O37CECZt3N7ziG2z7l,https://api.spotify.com/v1/audio-analysis/41L3O37CECZt3N7ziG2z7l,210427,4,Justin Bieber,Yummy
251,0.741,0.565,5,-5.448,0,0.108,0.114,0.0,0.205,0.892,134.122,audio_features,3JsydWaf2Ev4ehaLUjj3SY,spotify:track:3JsydWaf2Ev4ehaLUjj3SY,https://api.spotify.com/v1/tracks/3JsydWaf2Ev4ehaLUjj3SY,https://api.spotify.com/v1/audio-analysis/3JsydWaf2Ev4ehaLUjj3SY,248133,4,Justin Bieber,Confident
252,0.676,0.506,9,-6.652,0,0.0958,0.345,0.0,0.118,0.497,145.842,audio_features,16wAOAZ2OkqoIDN7TpChjR,spotify:track:16wAOAZ2OkqoIDN7TpChjR,https://api.spotify.com/v1/tracks/16wAOAZ2OkqoIDN7TpChjR,https://api.spotify.com/v1/audio-analysis/16wAOAZ2OkqoIDN7TpChjR,208520,4,Justin Bieber,Yummy
253,0.729,0.868,3,-3.319,1,0.0609,0.00939,0.0,0.283,0.632,124.957,audio_features,0yIywEquxORnu1dR0WYsdN,spotify:track:0yIywEquxORnu1dR0WYsdN,https://api.spotify.com/v1/tracks/0yIywEquxORnu1dR0WYsdN,https://api.spotify.com/v1/audio-analysis/0yIywEquxORnu1dR0WYsdN,191573,4,Justin Bieber,Love Me
254,0.427,0.201,8,-13.044,1,0.0317,0.745,0.263,0.109,0.0668,105.218,audio_features,1nFtiJxYdhtFfFtfXBv06s,spotify:track:1nFtiJxYdhtFfFtfXBv06s,https://api.spotify.com/v1/tracks/1nFtiJxYdhtFfFtfXBv06s,https://api.spotify.com/v1/audio-analysis/1nFtiJxYdhtFfFtfXBv06s,232147,4,Nirvana,Something In The Way
255,0.502,0.912,1,-4.556,1,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,audio_features,5ghIJDpPoe3CfHMGu71E6T,spotify:track:5ghIJDpPoe3CfHMGu71E6T,https://api.spotify.com/v1/tracks/5ghIJDpPoe3CfHMGu71E6T,https://api.spotify.com/v1/audio-analysis/5ghIJDpPoe3CfHMGu71E6T,301920,4,Nirvana,Smells Like Teen Spirit
256,0.5,0.824,4,-5.846,0,0.0388,0.00016,0.00161,0.0916,0.539,120.125,audio_features,4P5KoWXOxwuobLmHXLMobV,spotify:track:4P5KoWXOxwuobLmHXLMobV,https://api.spotify.com/v1/tracks/4P5KoWXOxwuobLmHXLMobV,https://api.spotify.com/v1/audio-analysis/4P5KoWXOxwuobLmHXLMobV,218920,4,Nirvana,Come As You Are
257,0.256,0.641,1,-10.283,1,0.0552,0.199,0.0329,0.0853,0.382,203.006,audio_features,11LmqTE2naFULdEP94AUBa,spotify:track:11LmqTE2naFULdEP94AUBa,https://api.spotify.com/v1/tracks/11LmqTE2naFULdEP94AUBa,https://api.spotify.com/v1/audio-analysis/11LmqTE2naFULdEP94AUBa,281160,4,Nirvana,Heart-Shaped Box
258,0.678,0.656,7,-6.41,1,0.0381,0.00174,0.0,0.0631,0.485,123.207,audio_features,2YodwKJnbPyNKe8XXSE9V7,spotify:track:2YodwKJnbPyNKe8XXSE9V7,https://api.spotify.com/v1/tracks/2YodwKJnbPyNKe8XXSE9V7,https://api.spotify.com/v1/audio-analysis/2YodwKJnbPyNKe8XXSE9V7,257053,4,Nirvana,Lithium
