,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,artist,song name
259,0.483,0.753,1,-8.937,0,0.0832,0.425,0.000142,0.257,0.42,115.102,audio_features,15VRO9CQwMpbqUYA7e6Hwg,spotify:track:15VRO9CQwMpbqUYA7e6Hwg,https://api.spotify.com/v1/tracks/15VRO9CQwMpbqUYA7e6Hwg,https://api.spotify.com/v1/audio-analysis/15VRO9CQwMpbqUYA7e6Hwg,261093,4,Nirvana,The Man Who Sold The World
260,0.436,0.876,10,-4.902,0,0.0647,3.33e-05,0.000104,0.205,0.512,157.044,audio_features,30HCB1FoE77IfGRyNv4eFq,spotify:track:30HCB1FoE77IfGRyNv4eFq,https://api.spotify.com/v1/tracks/30HCB1FoE77IfGRyNv4eFq,https://api.spotify.com/v1/audio-analysis/30HCB1FoE77IfGRyNv4eFq,255080,4,Nirvana,In Bloom
261,0.446,0.632,1,-12.197,1,0.034,0.0793,0.000266,0.0881,0.359,113.176,audio_features,1Ic9pKxGSJGM0LKeqf6lGe,spotify:track:1Ic9pKxGSJGM0LKeqf6lGe,https://api.spotify.com/v1/tracks/1Ic9pKxGSJGM0LKeqf6lGe,https://api.spotify.com/v1/audio-analysis/1Ic9pKxGSJGM0LKeqf6lGe,233173,4,Nirvana,All Apologies
262,0.409,0.932,11,-4.538,0,0.0339,1.87e-05,1.6e-06,0.31,0.591,131.761,audio_features,55yvzYuvJYG2RUEnMK78tr,spotify:track:55yvzYuvJYG2RUEnMK78tr,https://api.spotify.com/v1/tracks/55yvzYuvJYG2RUEnMK78tr,https://api.spotify.com/v1/audio-analysis/55yvzYuvJYG2RUEnMK78tr,166640,4,Nirvana,About A Girl
263,0.697,0.395,6,-13.58,1,0.0281,0.428,0.653,0.173,0.876,113.589,audio_features,5gRcv46AMTrosmTOqrOV3Q,spotify:track:5gRcv46AMTrosmTOqrOV3Q,https://api.spotify.com/v1/tracks/5gRcv46AMTrosmTOqrOV3Q,https://api.spotify.com/v1/audio-analysis/5gRcv46AMTrosmTOqrOV3Q,151893,4,Nirvana,Dumb
264,0.573,0.59,3,-8.43,1,0.0557,0.667,0.000397,0.691,0.364,108.789,audio_features,551qy5vUgrUfEUc4dCNfht,spotify:track:551qy5vUgrUfEUc4dCNfht,https://api.spotify.com/v1/tracks/551qy5vUgrUfEUc4dCNfht,https://api.spotify.com/v1/audio-analysis/551qy5vUgrUfEUc4dCNfht,306067,3,Nirvana,Where Did You Sleep Last Night
265,0.541,0.618,1,-9.652,0,0.179,0.277,4.02e-05,0.413,0.68,145.464,audio_features,4UJmPSJsBsIR1U0N79BU1g,spotify:track:4UJmPSJsBsIR1U0N79BU1g,https://api.spotify.com/v1/tracks/4UJmPSJsBsIR1U0N79BU1g,https://api.spotify.com/v1/audio-analysis/4UJmPSJsBsIR1U0N79BU1g,175973,4,Nirvana,Lake Of Fire
266,0.42,0.746,8,-10.628,1,0.0467,0.0141,0.0,0.0661,0.229,111.886,audio_features,5Rizj5FLb2AyNKu9esjYY6,spotify:track:5Rizj5FLb2AyNKu9esjYY6,https://api.spotify.com/v1/tracks/5Rizj5FLb2AyNKu9esjYY6,https://api.spotify.com/v1/audio-analysis/5Rizj5FLb2AyNKu9esjYY6,170000,4,Nirvana,Rape Me
267,0.325,0.929,11,-5.625,0,0.0695,0.000129,2.22e-06,0.184,0.198,133.358,audio_features,5Ddlk6C2JVxb1SReZ6O1wk,spotify:track:5Ddlk6C2JVxb1SReZ6O1wk,https://api.spotify.com/v1/tracks/5Ddlk6C2JVxb1SReZ6O1wk,https://api.spotify.com/v1/audio-analysis/5Ddlk6C2JVxb1SReZ6O1wk,223880,4,Nirvana,Drain You
268,0.262,0.969,4,-4.675,1,0.0894,3.69e-06,0.00213,0.133,0.263,158.433,audio_features,5mJGLBNJM0GULqAoL5mb9C,spotify:track:5mJGLBNJM0GULqAoL5mb9C,https://api.spotify.com/v1/tracks/5mJGLBNJM0GULqAoL5mb9C,https://api.spotify.com/v1/audio-analysis/5mJGLBNJM0GULqAoL5mb9C,184040,4,Nirvana,Breed
269,0.289,0.716,5,-6.53,0,0.106,0.0407,0.00123,0.135,0.344,168.049,audio_features,5O8L4I2S4izFGDjvP7xAKv,spotify:track:5O8L4I2S4izFGDjvP7xAKv,https://api.spotify.com/v1/tracks/5O8L4I2S4izFGDjvP7xAKv,https://api.spotify.com/v1/audio-analysis/5O8L4I2S4izFGDjvP7xAKv,217000,4,Nirvana,You Know You're Right
270,0.83,0.382,2,-11.231,0,0.0566,0.884,0.301,0.11,0.54,121.12,audio_features,3tlXDvaNrrOmdvG0XVUOcv,spotify:track:3tlXDvaNrrOmdvG0XVUOcv,https://api.spotify.com/v1/tracks/3tlXDvaNrrOmdvG0XVUOcv,https://api.spotify.com/v1/audio-analysis/3tlXDvaNrrOmdvG0XVUOcv,173853,4,Nirvana,Polly
271,0.298,0.823,7,-9.793,1,0.0816,7.66e-05,7.53e-05,0.132,0.235,135.596,audio_features,0Pie5DFAHHxpkONFUsAI6s,spotify:track:0Pie5DFAHHxpkONFUsAI6s,https://api.spotify.com/v1/tracks/0Pie5DFAHHxpkONFUsAI6s,https://api.spotify.com/v1/audio-analysis/0Pie5DFAHHxpkONFUsAI6s,275600,4,Nirvana,Aneurysm
272,0.479,0.865,5,-8.281,0,0.0339,3.1e-05,0.228,0.182,0.77,137.902,audio_features,5muVpPu8Fj9fXfDbbqDdrZ,spotify:track:5muVpPu8Fj9fXfDbbqDdrZ,https://api.spotify.com/v1/tracks/5muVpPu8Fj9fXfDbbqDdrZ,https://api.spotify.com/v1/audio-analysis/5muVpPu8Fj9fXfDbbqDdrZ,215203,4,Nirvana,Love Buzz
273,0.367,0.326,3,-13.025,0,0.0395,0.126,0.000599,0.12,0.333,175.109,audio_features,40VSbBSYbPN10vJYeZq4tm,spotify:track:40VSbBSYbPN10vJYeZq4tm,https://api.spotify.com/v1/tracks/40VSbBSYbPN10vJYeZq4tm,https://api.spotify.com/v1/audio-analysis/40VSbBSYbPN10vJYeZq4tm,154280,4,Nirvana,Marigold - B-Side
274,0.341,0.964,11,-5.327,0,0.107,1.26e-05,0.000103,0.151,0.459,152.192,audio_features,7glld4kxYHp61zIPtSVHNk,spotify:track:7glld4kxYHp61zIPtSVHNk,https://api.spotify.com/v1/tracks/7glld4kxYHp61zIPtSVHNk,https://api.spotify.com/v1/audio-analysis/7glld4kxYHp61zIPtSVHNk,156427,4,Nirvana,Lounge Act
275,0.285,0.979,2,-4.428,1,0.175,0.000144,0.0,0.334,0.108,182.7,audio_features,2jmVGWe4MYY1zAAzpFHHcC,spotify:track:2jmVGWe4MYY1zAAzpFHHcC,https://api.spotify.com/v1/tracks/2jmVGWe4MYY1zAAzpFHHcC,https://api.spotify.com/v1/audio-analysis/2jmVGWe4MYY1zAAzpFHHcC,142947,4,Nirvana,Territorial Pissings
276,0.428,0.684,0,-10.044,1,0.0475,1.16e-05,0.000156,0.0744,0.419,141.336,audio_features,3BtHClmMmURD8UHF2fiyxt,spotify:track:3BtHClmMmURD8UHF2fiyxt,https://api.spotify.com/v1/tracks/3BtHClmMmURD8UHF2fiyxt,https://api.spotify.com/v1/audio-analysis/3BtHClmMmURD8UHF2fiyxt,136493,4,Nirvana,Sliver
277,0.367,0.981,11,-5.1,0,0.128,5.39e-06,0.0461,0.0822,0.205,165.21,audio_features,4l012k8ZcAdVbUvZ4kae5Q,spotify:track:4l012k8ZcAdVbUvZ4kae5Q,https://api.spotify.com/v1/tracks/4l012k8ZcAdVbUvZ4kae5Q,https://api.spotify.com/v1/audio-analysis/4l012k8ZcAdVbUvZ4kae5Q,211440,4,Nirvana,Stay Away
278,0.411,0.882,1,-6.618,1,0.0556,5.65e-06,0.0147,0.298,0.531,129.848,audio_features,7pETV41GUutaZ6KMHMAYIH,spotify:track:7pETV41GUutaZ6KMHMAYIH,https://api.spotify.com/v1/tracks/7pETV41GUutaZ6KMHMAYIH,https://api.spotify.com/v1/audio-analysis/7pETV41GUutaZ6KMHMAYIH,174134,4,Nirvana,Blew
279,0.45,0.501,4,-12.611,1,0.0712,0.49,2.51e-05,0.552,0.327,84.841,audio_features,2smax1OWAxOo63p14G8KZx,spotify:track:2smax1OWAxOo63p14G8KZx,https://api.spotify.com/v1/tracks/2smax1OWAxOo63p14G8KZx,https://api.spotify.com/v1/audio-analysis/2smax1OWAxOo63p14G8KZx,218133,4,Nirvana,Plateau
280,0.606,0.769,3,-9.215,0,0.0713,0.14,1.64e-05,0.841,0.593,121.042,audio_features,48YkpE5enOln5c7jXSTuHL,spotify:track:48YkpE5enOln5c7jXSTuHL,https://api.spotify.com/v1/tracks/48YkpE5enOln5c7jXSTuHL,https://api.spotify.com/v1/audio-analysis/48YkpE5enOln5c7jXSTuHL,218000,4,Nirvana,About A Girl
281,0.428,0.946,2,-4.674,1,0.102,0.000119,3.37e-06,0.141,0.358,133.26,audio_features,651koV4RRMMX6NDbW1ElwP,spotify:track:651koV4RRMMX6NDbW1ElwP,https://api.spotify.com/v1/tracks/651koV4RRMMX6NDbW1ElwP,https://api.spotify.com/v1/audio-analysis/651koV4RRMMX6NDbW1ElwP,194427,4,Nirvana,On A Plain
282,0.538,0.51,8,-13.192,1,0.102,0.726,0.0187,0.205,0.262,72.471,audio_features,2vfCSwToh0Am0O4zgHXfn7,spotify:track:2vfCSwToh0Am0O4zgHXfn7,https://api.spotify.com/v1/tracks/2vfCSwToh0Am0O4zgHXfn7,https://api.spotify.com/v1/audio-analysis/2vfCSwToh0Am0O4zgHXfn7,206160,4,Nirvana,Oh Me
283,0.683,0.766,5,-8.733,0,0.041,0.554,0.00346,0.0815,0.568,119.19,audio_features,3sYWyVGfPuit80szWXhrRA,spotify:track:3sYWyVGfPuit80szWXhrRA,https://api.spotify.com/v1/tracks/3sYWyVGfPuit80szWXhrRA,https://api.spotify.com/v1/audio-analysis/3sYWyVGfPuit80szWXhrRA,253907,4,Nirvana,Come As You Are
284,0.435,0.895,10,-8.7,1,0.0421,1.13e-05,0.0318,0.19,0.668,119.659,audio_features,3w5Ekq9O8g0gGFEsT77Ydi,spotify:track:3w5Ekq9O8g0gGFEsT77Ydi,https://api.spotify.com/v1/tracks/3w5Ekq9O8g0gGFEsT77Ydi,https://api.spotify.com/v1/audio-analysis/3w5Ekq9O8g0gGFEsT77Ydi,217173,4,Nirvana,Serve The Servants
285,0.406,0.81,1,-6.127,1,0.0343,1.04e-05,1.34e-06,0.325,0.638,128.282,audio_features,7tUtvGeKB2V5W5ms6uBlyC,spotify:track:7tUtvGeKB2V5W5ms6uBlyC,https://api.spotify.com/v1/tracks/7tUtvGeKB2V5W5ms6uBlyC,https://api.spotify.com/v1/audio-analysis/7tUtvGeKB2V5W5ms6uBlyC,205493,4,Nirvana,Sappy
286,0.21,0.943,4,-7.656,1,0.0785,1.15e-05,0.493,0.0739,0.13,164.844,audio_features,0EY1Z9UmZnYZyM7zHs6C0j,spotify:track:0EY1Z9UmZnYZyM7zHs6C0j,https://api.spotify.com/v1/tracks/0EY1Z9UmZnYZyM7zHs6C0j,https://api.spotify.com/v1/audio-analysis/0EY1Z9UmZnYZyM7zHs6C0j,162116,4,Nirvana,School
287,0.456,0.818,11,-11.286,1,0.0589,0.115,0.0,0.0995,0.257,115.556,audio_features,1kwsUMjFuePZBNB56gQYoA,spotify:track:1kwsUMjFuePZBNB56gQYoA,https://api.spotify.com/v1/tracks/1kwsUMjFuePZBNB56gQYoA,https://api.spotify.com/v1/audio-analysis/1kwsUMjFuePZBNB56gQYoA,179680,4,Nirvana,I Hate Myself And Want To Die - 2013 Mix
288,0.569,0.579,1,-10.988,1,0.0716,0.5,2.79e-05,0.109,0.407,108.998,audio_features,3bH8PZsfbCRIoeNiFm7JmU,spotify:track:3bH8PZsfbCRIoeNiFm7JmU,https://api.spotify.com/v1/tracks/3bH8PZsfbCRIoeNiFm7JmU,https://api.spotify.com/v1/audio-analysis/3bH8PZsfbCRIoeNiFm7JmU,263227,4,Nirvana,All Apologies
289,0.482,0.723,10,-10.08,0,0.0425,5.66e-05,0.000432,0.0939,0.554,117.051,audio_features,06B04lID9HGPwPWwBkTQfU,spotify:track:06B04lID9HGPwPWwBkTQfU,https://api.spotify.com/v1/tracks/06B04lID9HGPwPWwBkTQfU,https://api.spotify.com/v1/audio-analysis/06B04lID9HGPwPWwBkTQfU,250013,4,Nirvana,Frances Farmer Will Have Her Revenge On Seattle
290,0.51,0.641,8,-10.312,1,0.0812,0.0638,3.65e-06,0.272,0.295,113.646,audio_features,7oBazz4xCO7Ul3MJHhKy0Q,spotify:track:7oBazz4xCO7Ul3MJHhKy0Q,https://api.spotify.com/v1/tracks/7oBazz4xCO7Ul3MJHhKy0Q,https://api.spotify.com/v1/audio-analysis/7oBazz4xCO7Ul3MJHhKy0Q,277267,4,Nirvana,Jesus Doesn't Want Me For A Sunbeam
291,0.428,0.449,1,-12.114,0,0.0342,0.000351,0.000498,0.253,0.196,113.308,audio_features,3z53rfQOg6Eb5pBCRsd7Uu,spotify:track:3z53rfQOg6Eb5pBCRsd7Uu,https://api.spotify.com/v1/tracks/3z53rfQOg6Eb5pBCRsd7Uu,https://api.spotify.com/v1/audio-analysis/3z53rfQOg6Eb5pBCRsd7Uu,218813,4,Nirvana,Pennyroyal Tea
292,0.37,0.947,2,-7.213,1,0.0901,7.97e-06,0.000175,0.0762,0.418,81.744,audio_features,5IeTFRymTDiza7DciBD1Gk,spotify:track:5IeTFRymTDiza7DciBD1Gk,https://api.spotify.com/v1/tracks/5IeTFRymTDiza7DciBD1Gk,https://api.spotify.com/v1/audio-analysis/5IeTFRymTDiza7DciBD1Gk,175745,4,Nirvana,Negative Creep
293,0.256,0.641,1,-10.283,1,0.0552,0.199,0.0329,0.0853,0.382,203.006,audio_features,66w5OYw2ja8lnmaA3Ns0PU,spotify:track:66w5OYw2ja8lnmaA3Ns0PU,https://api.spotify.com/v1/tracks/66w5OYw2ja8lnmaA3Ns0PU,https://api.spotify.com/v1/audio-analysis/66w5OYw2ja8lnmaA3Ns0PU,281160,4,Nirvana,Heart-Shaped Box
294,0.262,0.886,1,-9.392,1,0.0336,3.11e-06,0.368,0.188,0.965,152.09,audio_features,0hUit24g1EIoATdKYWUiRj,spotify:track:0hUit24g1EIoATdKYWUiRj,https://api.spotify.com/v1/tracks/0hUit24g1EIoATdKYWUiRj,https://api.spotify.com/v1/audio-analysis/0hUit24g1EIoATdKYWUiRj,115813,4,Nirvana,Very Ape
295,0.425,0.837,11,-10.096,1,0.0318,2.04e-06,0.366,0.108,0.441,128.13,audio_features,6G2baGa99QcqUUTmkEgeZl,spotify:track:6G2baGa99QcqUUTmkEgeZl,https://api.spotify.com/v1/tracks/6G2baGa99QcqUUTmkEgeZl,https://api.spotify.com/v1/audio-analysis/6G2baGa99QcqUUTmkEgeZl,235000,4,Nirvana,Dive
296,0.311,0.895,7,-9.401,1,0.0476,1.91e-05,0.195,0.0584,0.681,167.107,audio_features,0brL7VMo7onJJTGMSdajic,spotify:track:0brL7VMo7onJJTGMSdajic,https://api.spotify.com/v1/tracks/0brL7VMo7onJJTGMSdajic,https://api.spotify.com/v1/audio-analysis/0brL7VMo7onJJTGMSdajic,114133,4,Nirvana,Molly's Lips - BBC John Peel Session 1990
297,0.271,0.959,7,-5.866,1,0.125,0.000256,0.854,0.0858,0.0642,131.846,audio_features,0vNHCXmNzVa8h54SE3JDm7,spotify:track:0vNHCXmNzVa8h54SE3JDm7,https://api.spotify.com/v1/tracks/0vNHCXmNzVa8h54SE3JDm7,https://api.spotify.com/v1/audio-analysis/0vNHCXmNzVa8h54SE3JDm7,403293,4,Nirvana,"Endless, Nameless"
298,0.547,0.335,1,-13.304,1,0.0501,0.656,0.000161,0.115,0.109,106.099,audio_features,1tlTFxB34VorrZnJNfRWcs,spotify:track:1tlTFxB34VorrZnJNfRWcs,https://api.spotify.com/v1/tracks/1tlTFxB34VorrZnJNfRWcs,https://api.spotify.com/v1/audio-analysis/1tlTFxB34VorrZnJNfRWcs,241533,4,Nirvana,Something In The Way
299,0.443,0.878,8,-6.717,0,0.0418,0.000788,0.56,0.0623,0.683,136.567,audio_features,0aMqNFBj9KtPTD3c3tByRT,spotify:track:0aMqNFBj9KtPTD3c3tByRT,https://api.spotify.com/v1/tracks/0aMqNFBj9KtPTD3c3tByRT,https://api.spotify.com/v1/audio-analysis/0aMqNFBj9KtPTD3c3tByRT,138048,4,Nirvana,Floyd The Barber
300,0.69,0.542,6,-9.119,1,0.0367,0.567,0.000779,0.853,0.673,109.449,audio_features,725QAOexNLmGZiFMN7U8pF,spotify:track:725QAOexNLmGZiFMN7U8pF,https://api.spotify.com/v1/tracks/725QAOexNLmGZiFMN7U8pF,https://api.spotify.com/v1/audio-analysis/725QAOexNLmGZiFMN7U8pF,172933,4,Nirvana,Dumb
301,0.42,0.746,8,-10.628,1,0.0467,0.0141,0.0,0.0661,0.229,111.886,audio_features,2i5K0EdMY5zFs9t7KfYK3k,spotify:track:2i5K0EdMY5zFs9t7KfYK3k,https://api.spotify.com/v1/tracks/2i5K0EdMY5zFs9t7KfYK3k,https://api.spotify.com/v1/audio-analysis/2i5K0EdMY5zFs9t7KfYK3k,170000,4,Nirvana,Rape Me
302,0.194,0.898,0,-6.12,1,0.0608,5.58e-06,0.141,0.108,0.482,177.191,audio_features,5TZbtpZcTWKEn81Du4hiTb,spotify:track:5TZbtpZcTWKEn81Du4hiTb,https://api.spotify.com/v1/tracks/5TZbtpZcTWKEn81Du4hiTb,https://api.spotify.com/v1/audio-analysis/5TZbtpZcTWKEn81Du4hiTb,203929,4,Nirvana,Mr. Moustache
303,0.303,0.931,4,-9.306,0,0.0574,0.00101,0.0294,0.114,0.555,101.936,audio_features,4e0MJaiXSwXBhrQZHyoK8c,spotify:track:4e0MJaiXSwXBhrQZHyoK8c,https://api.spotify.com/v1/tracks/4e0MJaiXSwXBhrQZHyoK8c,https://api.spotify.com/v1/audio-analysis/4e0MJaiXSwXBhrQZHyoK8c,103800,4,Nirvana,Downer
304,0.481,0.262,7,-15.73,1,0.0414,0.735,0.0114,0.832,0.375,122.861,audio_features,6mFkJmJqdDVQ1REhVfGgd1,spotify:track:6mFkJmJqdDVQ1REhVfGgd1,https://api.spotify.com/v1/tracks/6mFkJmJqdDVQ1REhVfGgd1,https://api.spotify.com/v1/audio-analysis/6mFkJmJqdDVQ1REhVfGgd1,334744,4,pink floyd,Wish You Were Here
305,0.472,0.366,11,-12.595,0,0.0286,0.15,0.312,0.0837,0.171,127.163,audio_features,5HNCy40Ni5BZJFw1TKzRsC,spotify:track:5HNCy40Ni5BZJFw1TKzRsC,https://api.spotify.com/v1/tracks/5HNCy40Ni5BZJFw1TKzRsC,https://api.spotify.com/v1/audio-analysis/5HNCy40Ni5BZJFw1TKzRsC,382297,4,pink floyd,Comfortably Numb
306,0.693,0.394,0,-15.882,1,0.0428,0.0782,0.000694,0.247,0.721,104.114,audio_features,4gMgiXfqyzZLMhsksGmbQV,spotify:track:4gMgiXfqyzZLMhsksGmbQV,https://api.spotify.com/v1/tracks/4gMgiXfqyzZLMhsksGmbQV,https://api.spotify.com/v1/audio-analysis/4gMgiXfqyzZLMhsksGmbQV,238747,4,pink floyd,"Another Brick in the Wall, Pt. 2"
307,0.468,0.536,11,-10.422,0,0.144,0.024,0.00199,0.269,0.785,126.256,audio_features,0vFOzaXqZHahrZp6enQwQb,spotify:track:0vFOzaXqZHahrZp6enQwQb,https://api.spotify.com/v1/tracks/0vFOzaXqZHahrZp6enQwQb,https://api.spotify.com/v1/audio-analysis/0vFOzaXqZHahrZp6enQwQb,382834,1,pink floyd,Money
308,0.359,0.48,9,-11.79,1,0.0841,0.521,0.0043,0.178,0.355,120.285,audio_features,3TO7bbrUKrOSPGRTB5MeCz,spotify:track:3TO7bbrUKrOSPGRTB5MeCz,https://api.spotify.com/v1/tracks/3TO7bbrUKrOSPGRTB5MeCz,https://api.spotify.com/v1/audio-analysis/3TO7bbrUKrOSPGRTB5MeCz,413947,4,pink floyd,Time
309,0.431,0.373,11,-15.142,0,0.0346,0.389,0.728,0.143,0.253,128.153,audio_features,2ctvdKmETyOzPb2GiJJT53,spotify:track:2ctvdKmETyOzPb2GiJJT53,https://api.spotify.com/v1/tracks/2ctvdKmETyOzPb2GiJJT53,https://api.spotify.com/v1/audio-analysis/2ctvdKmETyOzPb2GiJJT53,169535,4,pink floyd,Breathe (In the Air)
310,0.587,0.302,0,-14.976,1,0.0293,0.223,0.00216,0.128,0.19,112.46,audio_features,7F02x6EKYIQV3VcTaTm7oN,spotify:track:7F02x6EKYIQV3VcTaTm7oN,https://api.spotify.com/v1/tracks/7F02x6EKYIQV3VcTaTm7oN,https://api.spotify.com/v1/audio-analysis/7F02x6EKYIQV3VcTaTm7oN,278441,4,pink floyd,Hey You
311,0.324,0.265,2,-13.398,1,0.0302,0.0732,0.341,0.366,0.208,133.568,audio_features,05uGBKRCuePsf43Hfm0JwX,spotify:track:05uGBKRCuePsf43Hfm0JwX,https://api.spotify.com/v1/tracks/05uGBKRCuePsf43Hfm0JwX,https://api.spotify.com/v1/audio-analysis/05uGBKRCuePsf43Hfm0JwX,226667,4,pink floyd,Brain Damage
312,0.357,0.302,2,-14.526,1,0.0303,0.862,0.559,0.634,0.135,72.518,audio_features,1TKTiKp3zbNgrBH2IwSwIx,spotify:track:1TKTiKp3zbNgrBH2IwSwIx,https://api.spotify.com/v1/tracks/1TKTiKp3zbNgrBH2IwSwIx,https://api.spotify.com/v1/audio-analysis/1TKTiKp3zbNgrBH2IwSwIx,469224,4,pink floyd,Us and Them
313,0.454,0.65,4,-10.191,0,0.0437,0.407,0.0488,0.589,0.72,120.155,audio_features,3CmHvyZQQAGkKkTjTBFWN6,spotify:track:3CmHvyZQQAGkKkTjTBFWN6,https://api.spotify.com/v1/tracks/3CmHvyZQQAGkKkTjTBFWN6,https://api.spotify.com/v1/audio-analysis/3CmHvyZQQAGkKkTjTBFWN6,307733,4,pink floyd,Have a Cigar
314,0.264,0.294,7,-11.941,0,0.028,0.772,0.686,0.107,0.0402,137.937,audio_features,6pnwfWyaWjQiHCKTiZLItr,spotify:track:6pnwfWyaWjQiHCKTiZLItr,https://api.spotify.com/v1/tracks/6pnwfWyaWjQiHCKTiZLItr,https://api.spotify.com/v1/audio-analysis/6pnwfWyaWjQiHCKTiZLItr,811077,3,pink floyd,Shine On You Crazy Diamond (Pts. 1-5)
315,0.274,0.217,5,-13.814,1,0.0345,0.767,0.896,0.0832,0.181,116.334,audio_features,2TjdnqlpwOjhijHCwHCP2d,spotify:track:2TjdnqlpwOjhijHCwHCP2d,https://api.spotify.com/v1/tracks/2TjdnqlpwOjhijHCwHCP2d,https://api.spotify.com/v1/audio-analysis/2TjdnqlpwOjhijHCwHCP2d,283872,4,pink floyd,The Great Gig in the Sky
316,0.615,0.55,11,-13.858,0,0.0349,0.0546,0.19,0.747,0.549,95.488,audio_features,3xGJuHvSxFJxxYlHj5BIoT,spotify:track:3xGJuHvSxFJxxYlHj5BIoT,https://api.spotify.com/v1/tracks/3xGJuHvSxFJxxYlHj5BIoT,https://api.spotify.com/v1/audio-analysis/3xGJuHvSxFJxxYlHj5BIoT,209957,4,pink floyd,Young Lust
317,0.613,0.0457,0,-26.398,1,0.0337,0.937,0.642,0.0991,0.093,99.524,audio_features,7K6xMPtAjTuLPNlJMLf5bS,spotify:track:7K6xMPtAjTuLPNlJMLf5bS,https://api.spotify.com/v1/tracks/7K6xMPtAjTuLPNlJMLf5bS,https://api.spotify.com/v1/audio-analysis/7K6xMPtAjTuLPNlJMLf5bS,192146,4,pink floyd,"Another Brick in the Wall, Pt. 1"
318,0.359,0.577,10,-10.804,1,0.0397,0.0589,0.751,0.0686,0.141,68.064,audio_features,1tDWVeCR9oWGX8d5J9rswk,spotify:track:1tDWVeCR9oWGX8d5J9rswk,https://api.spotify.com/v1/tracks/1tDWVeCR9oWGX8d5J9rswk,https://api.spotify.com/v1/audio-analysis/1tDWVeCR9oWGX8d5J9rswk,130429,4,pink floyd,Eclipse
319,0.578,0.15,7,-17.335,1,0.0334,0.243,0.00707,0.0825,0.12,135.22,audio_features,1GEOSS415bZVHNuXWlCT6b,spotify:track:1GEOSS415bZVHNuXWlCT6b,https://api.spotify.com/v1/tracks/1GEOSS415bZVHNuXWlCT6b,https://api.spotify.com/v1/audio-analysis/1GEOSS415bZVHNuXWlCT6b,334893,4,pink floyd,Mother
320,0.517,0.463,1,-9.664,0,0.0354,0.0116,9.65e-05,0.0742,0.49,114.891,audio_features,6FsXPr00DJIGSMRLNrmmZy,spotify:track:6FsXPr00DJIGSMRLNrmmZy,https://api.spotify.com/v1/tracks/6FsXPr00DJIGSMRLNrmmZy,https://api.spotify.com/v1/audio-analysis/6FsXPr00DJIGSMRLNrmmZy,206493,4,pink floyd,Hey Hey Rise Up - feat. Andriy Khlyvnyuk of Boombox
321,0.381,0.358,0,-12.423,1,0.0365,0.524,0.169,0.0747,0.036,133.271,audio_features,5VWC7v2dC2K0SIIjT9WTLN,spotify:track:5VWC7v2dC2K0SIIjT9WTLN,https://api.spotify.com/v1/tracks/5VWC7v2dC2K0SIIjT9WTLN,https://api.spotify.com/v1/audio-analysis/5VWC7v2dC2K0SIIjT9WTLN,451681,4,pink floyd,Welcome to the Machine
322,0.442,0.56,0,-13.681,1,0.0361,0.252,0.0322,0.151,0.475,166.585,audio_features,3ieDOGcOqVxScs2VZBzidt,spotify:track:3ieDOGcOqVxScs2VZBzidt,https://api.spotify.com/v1/tracks/3ieDOGcOqVxScs2VZBzidt,https://api.spotify.com/v1/audio-analysis/3ieDOGcOqVxScs2VZBzidt,292080,4,pink floyd,Learning to Fly
323,0.277,0.672,0,-12.582,1,0.0901,0.197,0.936,0.423,0.505,150.587,audio_features,6FBPOJLxUZEair6x4kLDhf,spotify:track:6FBPOJLxUZEair6x4kLDhf,https://api.spotify.com/v1/tracks/6FBPOJLxUZEair6x4kLDhf,https://api.spotify.com/v1/audio-analysis/6FBPOJLxUZEair6x4kLDhf,206429,4,pink floyd,Any Colour You Like
324,0.381,0.341,7,-15.719,1,0.0414,0.161,0.0403,0.448,0.178,143.756,audio_features,7AalBKBoLDR4UmRYRJpdbj,spotify:track:7AalBKBoLDR4UmRYRJpdbj,https://api.spotify.com/v1/tracks/7AalBKBoLDR4UmRYRJpdbj,https://api.spotify.com/v1/audio-analysis/7AalBKBoLDR4UmRYRJpdbj,367933,4,pink floyd,Fearless
325,0.389,0.563,9,-21.191,1,0.0622,0.65,0.903,0.104,0.134,165.393,audio_features,73OIUNKRi2y24Cu9cOLrzM,spotify:track:73OIUNKRi2y24Cu9cOLrzM,https://api.spotify.com/v1/tracks/73OIUNKRi2y24Cu9cOLrzM,https://api.spotify.com/v1/audio-analysis/73OIUNKRi2y24Cu9cOLrzM,225385,4,pink floyd,On the Run
326,0.592,0.0195,1,-33.35,1,0.0369,0.361,0.839,0.108,0.0313,119.504,audio_features,574y1r7o2tRA009FW0LE7v,spotify:track:574y1r7o2tRA009FW0LE7v,https://api.spotify.com/v1/tracks/574y1r7o2tRA009FW0LE7v,https://api.spotify.com/v1/audio-analysis/574y1r7o2tRA009FW0LE7v,65314,4,pink floyd,Speak to Me
327,0.321,0.479,2,-11.395,0,0.05,0.076,0.00475,0.151,0.14,109.289,audio_features,2jvuMDqBK04WvCYYz5qjvG,spotify:track:2jvuMDqBK04WvCYYz5qjvG,https://api.spotify.com/v1/tracks/2jvuMDqBK04WvCYYz5qjvG,https://api.spotify.com/v1/audio-analysis/2jvuMDqBK04WvCYYz5qjvG,1025280,4,pink floyd,Dogs
